15,18,18,18,18
25,15,25,15,25
25,6,18,12,25
18,18,12,25,18
25,0,25,25,26
25,25,6,15,25
18,25,25,10,25
18,10,10,25,25
25,25,12,0,10
8,25,25,18,26
25,25,12,25,2
25,25,25,25,25
0,15,25,18,18
25,18,25,25,16
25,15,18,25,12
25,0,25,25,26
18,15,25,25,16
18,25,2,15,25
18,25,12,12,18
20,25,18,25,6
20,25,18,25,26
